,Unnamed: 0,gameTime,label,position,team,visibility,url_local
22465,22465,1 - 89:36,HIGH PASS,5376640,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
1501,1501,1 - 24:51,HIGH PASS,1491160,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
667,667,1 - 10:20,HIGH PASS,620440,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
1782,1782,1 - 30:13,HIGH PASS,1813000,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
25349,25349,1 - 41:23,HIGH PASS,2483680,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
23734,23734,1 - 12:19,HIGH PASS,739960,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
164,164,1 - 02:15,HIGH PASS,135720,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
5256,5256,1 - 90:55,HIGH PASS,5455640,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
2573,2573,1 - 44:03,HIGH PASS,2643800,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
18367,18367,1 - 16:33,HIGH PASS,993240,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
11100,11100,1 - 89:57,HIGH PASS,5397600,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
17236,17236,1 - 93:19,HIGH PASS,5599080,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
11661,11661,1 - 04:07,HIGH PASS,247160,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
38241,38241,1 - 61:32,HIGH PASS,3692360,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
25533,25533,1 - 45:12,HIGH PASS,2712200,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
4462,4462,1 - 77:08,HIGH PASS,4628960,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
30128,30128,1 - 26:11,HIGH PASS,1571520,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
27844,27844,1 - 85:28,HIGH PASS,5128120,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
2568,2568,1 - 43:59,HIGH PASS,2639880,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
25611,25611,1 - 46:34,HIGH PASS,2794680,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
39939,39939,1 - 90:21,HIGH PASS,5421360,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
12510,12510,1 - 16:54,HIGH PASS,1014240,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
8915,8915,1 - 52:35,HIGH PASS,3155920,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
17354,17354,1 - 00:07,HIGH PASS,7560,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
1429,1429,1 - 23:50,HIGH PASS,1430200,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
27636,27636,1 - 81:32,HIGH PASS,4892960,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
7529,7529,1 - 29:41,HIGH PASS,1781600,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
9478,9478,1 - 61:58,HIGH PASS,3718120,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
8024,8024,1 - 37:41,HIGH PASS,2261560,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
34085,34085,1 - 95:37,HIGH PASS,5737720,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
17429,17429,1 - 01:17,HIGH PASS,77920,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
33244,33244,1 - 80:17,HIGH PASS,4817400,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
8489,8489,1 - 45:36,HIGH PASS,2736200,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
33631,33631,1 - 88:25,HIGH PASS,5305560,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
19841,19841,1 - 43:47,HIGH PASS,2627240,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
694,694,1 - 10:43,HIGH PASS,643480,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
27812,27812,1 - 84:44,HIGH PASS,5084840,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
25405,25405,1 - 42:24,HIGH PASS,2544960,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
11807,11807,1 - 06:24,HIGH PASS,384520,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
32693,32693,1 - 70:34,HIGH PASS,4234600,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
23521,23521,1 - 09:38,HIGH PASS,578040,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
6726,6726,1 - 17:40,HIGH PASS,1060120,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
27905,27905,1 - 86:38,HIGH PASS,5198640,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
2053,2053,1 - 34:34,HIGH PASS,2074800,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
22443,22443,1 - 89:07,HIGH PASS,5347240,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
38612,38612,1 - 67:06,HIGH PASS,4026120,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
13644,13644,1 - 35:31,HIGH PASS,2131360,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
33873,33873,1 - 92:26,HIGH PASS,5546360,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
35687,35687,1 - 22:25,HIGH PASS,1345760,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
32676,32676,1 - 70:24,HIGH PASS,4224040,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
9346,9346,1 - 59:49,HIGH PASS,3589320,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
10570,10570,1 - 80:50,HIGH PASS,4850160,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
28334,28334,1 - 94:09,HIGH PASS,5649360,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
8394,8394,1 - 43:48,HIGH PASS,2628280,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1803,1803,1 - 30:44,HIGH PASS,1844360,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
37795,37795,1 - 54:43,HIGH PASS,3283120,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
12998,12998,1 - 25:26,HIGH PASS,1526880,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
18877,18877,1 - 26:11,HIGH PASS,1571560,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5338,5338,1 - 92:05,HIGH PASS,5525320,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
32176,32176,1 - 61:54,HIGH PASS,3714360,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
11720,11720,1 - 05:16,HIGH PASS,316520,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
24033,24033,1 - 17:29,HIGH PASS,1049640,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
4390,4390,1 - 76:08,HIGH PASS,4568120,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
23776,23776,1 - 12:47,HIGH PASS,767240,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
38689,38689,1 - 68:42,HIGH PASS,4122680,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
2483,2483,1 - 42:38,HIGH PASS,2558000,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
9318,9318,1 - 59:10,HIGH PASS,3550200,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
25157,25157,1 - 37:49,HIGH PASS,2269800,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
993,993,1 - 16:20,HIGH PASS,980800,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
17567,17567,1 - 03:48,HIGH PASS,228560,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
34904,34904,1 - 09:08,HIGH PASS,548840,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
33702,33702,1 - 89:42,HIGH PASS,5382000,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
12388,12388,1 - 15:19,HIGH PASS,919720,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
21161,21161,1 - 67:38,HIGH PASS,4058080,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
23148,23148,1 - 04:00,HIGH PASS,240120,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
7250,7250,1 - 25:48,HIGH PASS,1548240,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
4138,4138,1 - 71:18,HIGH PASS,4278080,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
22714,22714,1 - 94:32,HIGH PASS,5672800,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
6583,6583,1 - 15:05,HIGH PASS,905600,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
17403,17403,1 - 00:54,HIGH PASS,54560,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
654,654,1 - 10:11,HIGH PASS,611000,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
11189,11189,1 - 91:08,HIGH PASS,5468280,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
33515,33515,1 - 85:35,HIGH PASS,5135760,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
31113,31113,1 - 43:51,HIGH PASS,2631800,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
3557,3557,1 - 60:44,HIGH PASS,3644080,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
12176,12176,1 - 12:02,HIGH PASS,722120,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
6547,6547,1 - 14:30,HIGH PASS,870120,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
37633,37633,1 - 51:41,HIGH PASS,3101120,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
33375,33375,1 - 83:04,HIGH PASS,4984640,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
16911,16911,1 - 87:52,HIGH PASS,5272360,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
18002,18002,1 - 10:52,HIGH PASS,652880,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
8563,8563,1 - 46:31,HIGH PASS,2791920,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
4695,4695,1 - 80:31,HIGH PASS,4831880,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
14977,14977,1 - 56:30,HIGH PASS,3390720,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
30628,30628,1 - 34:34,HIGH PASS,2074640,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
22794,22794,1 - 95:41,HIGH PASS,5741040,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
239,239,1 - 03:26,HIGH PASS,206200,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
8751,8751,1 - 50:03,HIGH PASS,3003880,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
9996,9996,1 - 70:38,HIGH PASS,4238840,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
37317,37317,1 - 46:14,HIGH PASS,2774520,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
10083,10083,1 - 72:10,HIGH PASS,4330480,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
25657,25657,1 - 47:27,HIGH PASS,2847680,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
5045,5045,1 - 87:06,HIGH PASS,5226680,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
30285,30285,1 - 28:55,HIGH PASS,1735360,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
22374,22374,1 - 88:10,HIGH PASS,5290760,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
26093,26093,1 - 54:29,HIGH PASS,3269360,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
8980,8980,1 - 53:27,HIGH PASS,3207960,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
27870,27870,1 - 85:58,HIGH PASS,5158600,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
1557,1557,1 - 25:58,HIGH PASS,1558760,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
661,661,1 - 10:15,HIGH PASS,615800,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
11371,11371,1 - 94:02,HIGH PASS,5642720,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
22527,22527,1 - 90:50,HIGH PASS,5450400,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
23931,23931,1 - 15:59,HIGH PASS,959640,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
31250,31250,1 - 46:25,HIGH PASS,2785080,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
35281,35281,1 - 15:10,HIGH PASS,910400,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
8758,8758,1 - 50:08,HIGH PASS,3008920,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
37690,37690,1 - 52:22,HIGH PASS,3142800,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
25734,25734,1 - 48:32,HIGH PASS,2912760,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
19688,19688,1 - 40:31,HIGH PASS,2431760,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
23983,23983,1 - 16:46,HIGH PASS,1006920,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
12007,12007,1 - 09:29,HIGH PASS,569480,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
4912,4912,1 - 84:19,HIGH PASS,5059760,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
5446,5446,1 - 94:41,HIGH PASS,5681960,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
32984,32984,1 - 75:46,HIGH PASS,4546960,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
914,914,1 - 14:42,HIGH PASS,882720,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
23584,23584,1 - 10:28,HIGH PASS,628160,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
23491,23491,1 - 09:14,HIGH PASS,554680,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
9861,9861,1 - 68:22,HIGH PASS,4102920,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
26934,26934,1 - 68:57,HIGH PASS,4137680,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
6739,6739,1 - 17:53,HIGH PASS,1073520,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
24210,24210,1 - 20:56,HIGH PASS,1256680,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
22370,22370,1 - 88:06,HIGH PASS,5286440,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17817,17817,1 - 08:03,HIGH PASS,483920,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
16828,16828,1 - 86:44,HIGH PASS,5204720,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
9034,9034,1 - 54:08,HIGH PASS,3248160,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
25146,25146,1 - 37:37,HIGH PASS,2257360,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
16695,16695,1 - 84:30,HIGH PASS,5070720,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16810,16810,1 - 86:30,HIGH PASS,5190800,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
2543,2543,1 - 43:31,HIGH PASS,2611680,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
17410,17410,1 - 01:01,HIGH PASS,61320,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
1128,1128,1 - 18:54,HIGH PASS,1134960,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
12303,12303,1 - 13:54,HIGH PASS,834160,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
11265,11265,1 - 92:13,HIGH PASS,5533360,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
27728,27728,1 - 82:57,HIGH PASS,4977600,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
21740,21740,1 - 78:08,HIGH PASS,4688760,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
36449,36449,1 - 33:34,HIGH PASS,2014120,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
10086,10086,1 - 72:13,HIGH PASS,4333040,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
32769,32769,1 - 71:55,HIGH PASS,4315840,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
1054,1054,1 - 17:40,HIGH PASS,1060280,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
20827,20827,1 - 61:44,HIGH PASS,3704280,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
24414,24414,1 - 24:07,HIGH PASS,1447520,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
11422,11422,1 - 00:04,HIGH PASS,4080,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16420,16420,1 - 80:01,HIGH PASS,4801600,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
24117,24117,1 - 19:10,HIGH PASS,1150360,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
10498,10498,1 - 79:15,HIGH PASS,4755240,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
32859,32859,1 - 73:33,HIGH PASS,4413920,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
22673,22673,1 - 93:39,HIGH PASS,5619080,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
33746,33746,1 - 90:31,HIGH PASS,5431080,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
2587,2587,1 - 44:32,HIGH PASS,2672960,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
11991,11991,1 - 09:14,HIGH PASS,554800,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
25374,25374,1 - 42:00,HIGH PASS,2520560,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
12168,12168,1 - 11:51,HIGH PASS,711600,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
